Day,Oil Volume,Well Name
434,235.00,1
435,240.00,1
436,245.00,1
437,221.00,1
438,223.00,1
439,230.00,1
440,219.00,1
441,205.00,1
442,211.00,1
443,338.00,1
444,422.00,1
445,388.00,1
446,447.00,1
447,436.00,1
448,452.00,1
449,635.00,1
450,645.00,1
451,16.00,1
452,0.00,1
453,0.00,1
454,0.00,1
455,0.00,1
456,0.00,1
457,0.00,1
458,0.00,1
459,0.00,1
460,0.00,1
461,0.00,1
462,0.00,1
463,0.00,1
464,0.00,1
465,0.00,1
466,0.00,1
467,0.00,1
468,0.00,1
469,0.00,1
470,0.00,1
471,0.00,1
472,111.00,1
473,166.00,1
474,265.00,1
475,204.00,1
476,230.00,1
477,228.00,1
478,224.00,1
479,183.00,1
480,202.00,1
481,267.00,1
482,350.00,1
483,323.00,1
484,385.00,1
485,444.00,1
486,733.00,1
487,583.00,1
488,54.00,1
489,0.00,1
490,0.00,1
491,0.00,1
492,0.00,1
493,0.00,1
494,0.00,1
495,0.00,1
496,0.00,1
497,0.00,1
498,0.00,1
499,0.00,1
500,0.00,1
501,0.00,1
502,0.00,1
503,0.00,1
504,0.00,1
505,0.00,1
506,0.00,1
507,0.00,1
508,0.00,1
509,0.00,1
510,0.00,1
511,0.00,1
512,0.00,1
513,0.00,1
514,0.00,1
515,0.00,1
516,177.00,1
517,291.00,1
518,344.00,1
519,360.00,1
520,370.00,1
521,370.00,1
522,356.00,1
523,335.00,1
524,397.00,1
525,412.00,1
526,427.00,1
527,434.00,1
528,439.00,1
529,515.00,1
530,615.00,1
531,510.00,1
532,109.00,1
533,0.00,1
534,0.00,1
535,0.00,1
536,0.00,1
537,0.00,1
538,0.00,1
539,0.00,1
540,0.00,1
541,0.00,1
542,0.00,1
543,0.00,1
544,0.00,1
545,0.00,1
546,0.00,1
547,0.00,1
548,0.00,1
549,0.00,1
550,0.00,1
551,0.00,1
552,0.00,1
553,0.00,1
554,0.00,1
555,0.00,1
556,68.00,1
557,106.00,1
558,158.00,1
559,154.00,1
560,150.00,1
561,225.00,1
562,221.00,1
563,208.00,1
564,218.00,1
565,219.00,1
566,253.00,1
567,284.00,1
568,394.00,1
569,419.00,1
570,400.00,1
571,606.00,1
572,3.00,1
573,0.00,1
574,0.00,1
575,0.00,1
576,0.00,1
577,0.00,1
578,0.00,1
579,0.00,1
580,0.00,1
581,0.00,1
582,0.00,1
583,0.00,1
584,0.00,1
585,0.00,1
586,0.00,1
587,0.00,1
588,0.00,1
589,0.00,1
590,0.00,1
591,63.00,1
592,57.00,1
593,175.00,1
594,252.00,1
595,303.00,1
596,304.00,1
597,301.00,1
598,309.00,1
599,290.00,1
600,312.00,1
601,319.00,1
602,325.00,1
603,322.00,1
604,318.00,1
605,350.00,1
606,353.00,1
607,372.00,1
608,334.00,1
609,356.00,1
610,362.00,1
611,406.00,1
612,98.00,1
613,0.00,1
614,0.00,1
615,0.00,1
616,0.00,1
617,0.00,1
618,0.00,1
619,0.00,1
620,0.00,1
621,0.00,1
622,0.00,1
623,0.00,1
624,0.00,1
625,0.00,1
626,0.00,1
627,0.00,1
628,0.00,1
629,0.00,1
630,0.00,1
631,0.00,1
632,0.00,1
633,0.00,1
634,0.00,1
635,0.00,1
636,0.00,1
637,0.00,1
638,83.00,1
639,33.00,1
640,94.00,1
641,165.00,1
642,194.00,1
643,206.00,1
644,187.00,1
645,170.00,1
646,157.00,1
647,233.00,1
648,258.00,1
649,200.00,1
650,199.00,1
651,197.00,1
652,198.00,1
653,258.00,1
654,151.00,1
655,0.00,1
656,0.00,1
657,0.00,1
658,0.00,1
659,0.00,1
660,0.00,1
661,0.00,1
662,0.00,1
663,0.00,1
664,0.00,1
665,0.00,1
666,0.00,1
667,0.00,1
668,0.00,1
669,0.00,1
670,0.00,1
671,66.00,1
672,52.00,1
673,73.00,1
674,119.00,1
675,207.00,1
676,210.00,1
677,308.00,1
678,293.00,1
679,241.00,1
680,240.00,1
681,237.00,1
682,237.00,1
683,232.00,1
684,298.00,1
685,308.00,1
686,297.00,1
687,305.00,1
688,304.00,1
689,327.00,1
690,338.00,1
691,25.00,1
692,0.00,1
693,1.00,1
694,0.00,1
695,0.00,1
696,0.00,1
697,0.00,1
698,0.00,1
699,0.00,1
700,0.00,1
701,0.00,1
702,0.00,1
703,0.00,1
704,0.00,1
705,0.00,1
706,0.00,1
707,0.00,1
708,0.00,1
709,0.00,1
710,0.00,1
711,50.00,1
712,38.00,1
713,64.00,1
714,82.00,1
715,109.00,1
716,189.00,1
717,244.00,1
718,247.00,1
719,248.00,1
720,265.00,1
721,253.00,1
722,272.00,1
723,276.00,1
724,293.00,1
725,287.00,1
726,299.00,1
727,285.00,1
728,280.00,1
729,282.00,1
730,317.00,1
731,208.00,1
732,0.00,1
733,0.00,1
734,0.00,1
735,0.00,1
736,0.00,1
737,0.00,1
738,0.00,1
739,0.00,1
740,0.00,1
741,0.00,1
742,0.00,1
743,0.00,1
744,0.00,1
745,0.00,1
746,0.00,1
1,0.00,2
2,0.00,2
3,0.00,2
4,0.00,2
5,0.00,2
6,0.00,2
7,0.00,2
8,0.00,2
9,0.00,2
10,0.00,2
11,0.00,2
12,0.00,2
13,0.00,2
14,0.00,2
15,0.00,2
16,0.00,2
17,0.00,2
18,0.00,2
19,0.00,2
20,0.00,2
21,0.00,2
22,0.00,2
23,0.00,2
24,0.00,2
25,0.00,2
26,0.00,2
27,0.00,2
28,0.00,2
29,0.00,2
30,0.00,2
31,0.00,2
32,0.00,2
33,0.00,2
34,0.00,2
35,0.00,2
36,0.00,2
37,0.00,2
38,0.00,2
39,0.00,2
40,0.00,2
41,0.00,2
42,0.00,2
43,59.00,2
44,59.00,2
45,60.00,2
46,62.00,2
47,59.00,2
48,61.00,2
49,61.00,2
50,61.00,2
51,38.00,2
52,0.00,2
53,0.00,2
54,0.00,2
55,0.00,2
56,0.00,2
57,1.00,2
58,54.00,2
59,58.00,2
60,64.00,2
61,82.00,2
62,82.00,2
63,82.00,2
64,79.00,2
65,81.00,2
66,81.00,2
67,57.00,2
68,0.00,2
69,51.00,2
70,70.00,2
71,58.00,2
72,61.00,2
73,29.00,2
74,52.00,2
75,18.00,2
76,70.00,2
77,64.00,2
78,69.00,2
79,67.00,2
80,68.00,2
81,18.00,2
82,21.00,2
83,71.00,2
84,69.00,2
85,84.00,2
86,74.00,2
87,69.00,2
88,67.00,2
89,67.00,2
90,66.00,2
91,69.00,2
92,69.00,2
93,68.00,2
94,69.00,2
95,34.00,2
96,24.00,2
97,69.00,2
98,67.00,2
99,68.00,2
100,68.00,2
101,68.00,2
102,69.00,2
103,70.00,2
104,68.00,2
105,70.00,2
106,69.00,2
107,69.00,2
108,71.00,2
109,70.00,2
110,70.00,2
111,70.00,2
112,11.00,2
113,29.00,2
114,22.00,2
115,69.00,2
116,68.00,2
117,77.00,2
118,46.00,2
119,81.00,2
120,68.00,2
121,69.00,2
122,90.00,2
123,70.00,2
124,69.00,2
125,72.00,2
126,77.00,2
127,155.00,2
128,153.00,2
129,151.00,2
130,148.00,2
131,148.00,2
132,148.00,2
133,147.00,2
134,150.00,2
135,155.00,2
136,162.00,2
137,161.00,2
138,164.00,2
139,168.00,2
140,167.00,2
141,163.00,2
142,169.00,2
143,162.00,2
144,164.00,2
145,172.00,2
146,173.00,2
147,182.00,2
148,168.00,2
149,177.00,2
150,168.00,2
151,104.00,2
152,163.00,2
153,156.00,2
154,78.00,2
155,156.00,2
156,279.00,2
157,193.00,2
158,62.00,2
159,157.00,2
160,169.00,2
161,179.00,2
162,162.00,2
163,174.00,2
164,173.00,2
165,145.00,2
166,162.00,2
167,168.00,2
168,175.00,2
169,184.00,2
170,172.00,2
171,150.00,2
172,100.00,2
173,165.00,2
174,167.00,2
175,170.00,2
176,130.00,2
177,166.00,2
178,181.00,2
179,180.00,2
180,94.00,2
181,62.00,2
182,114.00,2
183,112.00,2
184,112.00,2
185,115.00,2
186,116.00,2
187,117.00,2
188,114.00,2
189,118.00,2
190,127.00,2
191,177.00,2
192,164.00,2
193,171.00,2
194,196.00,2
195,169.00,2
196,169.00,2
197,196.00,2
198,187.00,2
199,187.00,2
200,205.00,2
201,91.00,2
202,193.00,2
203,177.00,2
204,183.00,2
205,36.00,2
206,116.00,2
207,131.00,2
208,144.00,2
209,144.00,2
210,146.00,2
211,144.00,2
212,27.00,2
213,9.00,2
214,120.00,2
215,14.00,2
216,0.00,2
217,103.00,2
218,120.00,2
219,124.00,2
220,123.00,2
221,124.00,2
222,123.00,2
223,66.00,2
224,111.00,2
225,119.00,2
226,123.00,2
227,123.00,2
228,123.00,2
229,113.00,2
230,117.00,2
231,118.00,2
232,117.00,2
233,115.00,2
234,117.00,2
235,119.00,2
236,115.00,2
237,121.00,2
238,111.00,2
239,112.00,2
240,119.00,2
241,131.00,2
242,127.00,2
243,132.00,2
244,133.00,2
245,131.00,2
246,150.00,2
247,136.00,2
248,140.00,2
249,142.00,2
250,142.00,2
251,137.00,2
252,96.00,2
253,170.00,2
254,169.00,2
255,71.00,2
256,138.00,2
257,31.00,2
258,54.00,2
259,148.00,2
260,89.00,2
261,31.00,2
262,58.00,2
263,154.00,2
264,171.00,2
265,173.00,2
266,173.00,2
267,174.00,2
268,153.00,2
269,152.00,2
270,104.00,2
271,7.00,2
272,125.00,2
273,139.00,2
274,110.00,2
275,141.00,2
276,141.00,2
277,143.00,2
278,140.00,2
279,144.00,2
280,144.00,2
281,144.00,2
282,144.00,2
283,148.00,2
284,149.00,2
285,135.00,2
286,121.00,2
287,136.00,2
288,83.00,2
289,152.00,2
290,151.00,2
291,145.00,2
292,148.00,2
293,152.00,2
294,155.00,2
295,168.00,2
296,168.00,2
297,169.00,2
298,171.00,2
299,159.00,2
300,158.00,2
301,157.00,2
302,164.00,2
303,203.00,2
304,308.00,2
305,141.00,2
306,132.00,2
307,129.00,2
308,125.00,2
309,134.00,2
310,134.00,2
311,133.00,2
312,137.00,2
313,140.00,2
314,136.00,2
315,137.00,2
316,141.00,2
317,149.00,2
318,162.00,2
319,165.00,2
320,140.00,2
321,151.00,2
322,198.00,2
323,199.00,2
324,203.00,2
325,206.00,2
326,210.00,2
327,177.00,2
328,206.00,2
329,206.00,2
330,208.00,2
331,208.00,2
332,210.00,2
333,208.00,2
334,210.00,2
335,205.00,2
336,195.00,2
337,196.00,2
338,197.00,2
339,196.00,2
340,195.00,2
341,196.00,2
342,206.00,2
343,210.00,2
344,217.00,2
345,209.00,2
346,208.00,2
347,213.00,2
348,212.00,2
349,221.00,2
350,217.00,2
351,121.00,2
352,180.00,2
353,230.00,2
354,209.00,2
355,209.00,2
356,204.00,2
357,204.00,2
358,204.00,2
359,207.00,2
360,207.00,2
361,206.00,2
362,201.00,2
363,198.00,2
364,198.00,2
365,192.00,2
366,227.00,2
367,186.00,2
368,183.00,2
369,190.00,2
370,192.00,2
371,192.00,2
372,190.00,2
373,190.00,2
374,190.00,2
375,168.00,2
376,182.00,2
377,179.00,2
378,272.00,2
379,266.00,2
380,270.00,2
381,291.00,2
382,302.00,2
383,285.00,2
384,284.00,2
385,252.00,2
386,291.00,2
387,292.00,2
388,291.00,2
389,284.00,2
390,279.00,2
391,278.00,2
392,279.00,2
393,278.00,2
394,282.00,2
395,288.00,2
396,289.00,2
397,290.00,2
398,291.00,2
399,296.00,2
400,295.00,2
401,295.00,2
402,293.00,2
403,295.00,2
404,296.00,2
405,24.00,2
406,0.00,2
407,0.00,2
408,0.00,2
409,0.00,2
410,0.00,2
411,234.00,2
412,123.00,2
413,104.00,2
414,113.00,2
415,99.00,2
416,93.00,2
417,93.00,2
418,106.00,2
419,117.00,2
420,231.00,2
421,309.00,2
422,290.00,2
423,289.00,2
424,291.00,2
425,291.00,2
426,288.00,2
427,283.00,2
428,295.00,2
429,291.00,2
430,294.00,2
431,289.00,2
432,288.00,2
433,288.00,2
434,286.00,2
435,329.00,2
436,327.00,2
437,318.00,2
438,327.00,2
439,333.00,2
440,330.00,2
441,335.00,2
442,334.00,2
443,331.00,2
444,331.00,2
445,328.00,2
446,13.00,2
447,191.00,2
448,331.00,2
449,328.00,2
450,320.00,2
451,324.00,2
452,329.00,2
453,326.00,2
454,314.00,2
455,320.00,2
456,348.00,2
457,321.00,2
458,329.00,2
459,328.00,2
460,339.00,2
461,342.00,2
462,338.00,2
463,335.00,2
464,335.00,2
465,330.00,2
466,325.00,2
467,324.00,2
468,325.00,2
469,347.00,2
470,339.00,2
471,338.00,2
472,341.00,2
473,340.00,2
474,338.00,2
475,333.00,2
476,329.00,2
477,338.00,2
478,333.00,2
479,327.00,2
480,325.00,2
481,356.00,2
482,366.00,2
483,367.00,2
484,368.00,2
485,366.00,2
486,386.00,2
487,393.00,2
488,383.00,2
489,387.00,2
490,371.00,2
491,362.00,2
492,361.00,2
493,359.00,2
494,366.00,2
495,373.00,2
496,368.00,2
497,358.00,2
498,354.00,2
499,351.00,2
500,351.00,2
501,350.00,2
502,369.00,2
503,293.00,2
504,111.00,2
505,111.00,2
506,102.00,2
507,21.00,2
508,48.00,2
509,67.00,2
510,91.00,2
511,82.00,2
512,137.00,2
513,97.00,2
514,89.00,2
515,80.00,2
516,76.00,2
517,77.00,2
518,104.00,2
519,76.00,2
520,71.00,2
521,67.00,2
522,104.00,2
523,104.00,2
524,102.00,2
525,102.00,2
526,132.00,2
527,139.00,2
528,112.00,2
529,102.00,2
530,103.00,2
531,102.00,2
532,103.00,2
533,104.00,2
534,103.00,2
535,106.00,2
536,104.00,2
537,130.00,2
538,96.00,2
539,116.00,2
540,134.00,2
541,312.00,2
542,346.00,2
543,345.00,2
544,351.00,2
545,380.00,2
546,390.00,2
547,435.00,2
548,421.00,2
549,448.00,2
550,565.00,2
551,491.00,2
552,495.00,2
553,479.00,2
554,492.00,2
555,475.00,2
556,461.00,2
557,461.00,2
558,427.00,2
559,460.00,2
560,453.00,2
561,433.00,2
562,501.00,2
563,518.00,2
564,517.00,2
565,515.00,2
566,678.00,2
567,464.00,2
568,463.00,2
569,443.00,2
570,507.00,2
571,522.00,2
572,442.00,2
573,752.00,2
574,518.00,2
575,89.00,2
576,432.00,2
577,422.00,2
578,330.00,2
579,345.00,2
580,469.00,2
581,460.00,2
582,530.00,2
583,535.00,2
584,549.00,2
585,549.00,2
586,521.00,2
587,549.00,2
588,507.00,2
589,526.00,2
590,598.00,2
591,577.00,2
592,573.00,2
593,535.00,2
594,547.00,2
595,551.00,2
596,515.00,2
597,558.00,2
598,560.00,2
599,553.00,2
600,551.00,2
601,545.00,2
602,529.00,2
603,562.00,2
604,652.00,2
605,661.00,2
606,657.00,2
607,645.00,2
608,653.00,2
609,661.00,2
610,680.00,2
611,667.00,2
612,679.00,2
613,823.00,2
614,761.00,2
615,744.00,2
616,737.00,2
617,729.00,2
618,783.00,2
619,739.00,2
620,430.00,2
621,129.00,2
622,152.00,2
623,306.00,2
624,772.00,2
625,730.00,2
626,746.00,2
627,676.00,2
628,728.00,2
629,707.00,2
630,688.00,2
631,680.00,2
632,681.00,2
633,679.00,2
634,674.00,2
635,683.00,2
636,804.00,2
637,791.00,2
638,789.00,2
639,794.00,2
640,790.00,2
641,779.00,2
642,781.00,2
643,809.00,2
644,846.00,2
645,859.00,2
646,863.00,2
647,858.00,2
648,866.00,2
649,862.00,2
650,820.00,2
651,838.00,2
652,831.00,2
653,829.00,2
654,843.00,2
655,829.00,2
656,836.00,2
657,830.00,2
658,809.00,2
659,797.00,2
660,795.00,2
661,793.00,2
662,793.00,2
663,804.00,2
664,805.00,2
665,805.00,2
666,802.00,2
667,800.00,2
668,804.00,2
669,800.00,2
670,795.00,2
671,793.00,2
672,797.00,2
673,771.00,2
674,770.00,2
675,759.00,2
676,751.00,2
677,753.00,2
678,749.00,2
679,744.00,2
680,752.00,2
681,825.00,2
682,750.00,2
683,846.00,2
684,788.00,2
685,778.00,2
686,775.00,2
687,863.00,2
688,791.00,2
689,823.00,2
690,752.00,2
691,813.00,2
692,815.00,2
693,800.00,2
694,772.00,2
695,744.00,2
696,741.00,2
697,796.00,2
698,760.00,2
699,736.00,2
700,716.00,2
701,778.00,2
702,715.00,2
703,710.00,2
704,752.00,2
705,732.00,2
706,742.00,2
707,742.00,2
708,730.00,2
709,715.00,2
710,734.00,2
711,754.00,2
712,762.00,2
713,785.00,2
714,799.00,2
715,832.00,2
716,847.00,2
717,854.00,2
718,730.00,2
719,740.00,2
720,745.00,2
721,892.00,2
722,1200.00,2
723,1200.00,2
724,1185.00,2
725,1146.00,2
726,1146.00,2
727,1177.00,2
728,1098.00,2
729,1059.00,2
730,1077.00,2
731,1062.00,2
732,1042.00,2
733,1151.00,2
734,1153.00,2
735,1131.00,2
736,1125.00,2
737,1127.00,2
738,1201.00,2
739,1215.00,2
740,1207.00,2
741,1212.00,2
742,1212.00,2
743,1211.00,2
744,1216.00,2
745,1225.00,2
746,1226.00,2
747,1226.00,2
748,1213.00,2
749,1391.00,2
750,1233.00,2
751,1238.00,2
752,1236.00,2
753,1232.00,2
754,1235.00,2
755,1235.00,2
756,1231.00,2
757,1236.00,2
758,1230.00,2
759,1234.00,2
760,1235.00,2
761,1235.00,2
762,1172.00,2
763,1218.00,2
764,1218.00,2
765,1216.00,2
766,1217.00,2
767,1191.00,2
768,1191.00,2
769,1149.00,2
770,1265.00,2
771,1238.00,2
772,1191.00,2
773,1175.00,2
774,1213.00,2
775,1201.00,2
776,1196.00,2
777,777.00,2
778,0.00,2
779,0.00,2
780,0.00,2
781,0.00,2
782,703.00,2
783,1315.00,2
784,1323.00,2
785,1271.00,2
786,1192.00,2
787,1299.00,2
788,1185.00,2
789,1240.00,2
790,1261.00,2
791,1263.00,2
792,1290.00,2
793,1290.00,2
794,1278.00,2
795,1280.00,2
796,1274.00,2
797,1269.00,2
798,1263.00,2
799,1273.00,2
800,1186.00,2
801,1163.00,2
802,1102.00,2
803,1142.00,2
804,877.00,2
805,1229.00,2
806,1250.00,2
807,1349.00,2
808,1343.00,2
809,1341.00,2
810,1335.00,2
811,1276.00,2
812,1254.00,2
813,1294.00,2
814,1294.00,2
815,1398.00,2
816,1385.00,2
817,1393.00,2
818,1390.00,2
819,1383.00,2
820,1383.00,2
821,1483.00,2
822,1495.00,2
823,1493.00,2
824,1495.00,2
825,1460.00,2
826,1500.00,2
827,1495.00,2
828,1572.00,2
829,1534.00,2
830,1522.00,2
831,1498.00,2
832,1453.00,2
833,1483.00,2
834,1410.00,2
835,1450.00,2
836,1555.00,2
837,1562.00,2
838,16.00,2
839,0.00,2
840,0.00,2
841,414.00,2
842,1214.00,2
843,0.00,2
844,0.00,2
845,0.00,2
846,757.00,2
847,1893.00,2
848,1987.00,2
849,2030.00,2
850,2034.00,2
851,2095.00,2
852,2098.00,2
853,2121.00,2
854,2183.00,2
855,2214.00,2
856,2191.00,2
857,2221.00,2
858,2352.00,2
859,2224.00,2
860,2141.00,2
861,2145.00,2
862,2151.00,2
863,2105.00,2
864,2061.00,2
865,2093.00,2
866,2101.00,2
867,2013.00,2
868,1988.00,2
869,2010.00,2
870,1979.00,2
871,1968.00,2
872,1964.00,2
873,1938.00,2
874,1917.00,2
875,1914.00,2
876,1924.00,2
877,1985.00,2
878,2032.00,2
879,2074.00,2
880,2104.00,2
881,2113.00,2
882,2168.00,2
883,2170.00,2
884,2138.00,2
885,2039.00,2
886,2034.00,2
887,2037.00,2
888,2101.00,2
889,2083.00,2
890,2083.00,2
891,2085.00,2
892,2051.00,2
893,2039.00,2
894,2027.00,2
895,2017.00,2
896,2038.00,2
897,2012.00,2
898,1992.00,2
899,1999.00,2
900,1958.00,2
901,1983.00,2
902,1962.00,2
903,1949.00,2
904,1950.00,2
905,1943.00,2
906,1923.00,2
907,1462.00,2
908,1922.00,2
909,2102.00,2
910,2263.00,2
911,2104.00,2
912,2139.00,2
913,2141.00,2
914,2158.00,2
915,2169.00,2
916,2213.00,2
917,2177.00,2
918,2267.00,2
919,2385.00,2
920,2273.00,2
921,2199.00,2
922,2281.00,2
923,2293.00,2
924,2114.00,2
925,2257.00,2
926,2322.00,2
927,2395.00,2
928,2389.00,2
929,2062.00,2
930,2174.00,2
931,2395.00,2
932,2379.00,2
933,2377.00,2
934,2365.00,2
935,2338.00,2
936,2340.00,2
937,2325.00,2
938,2296.00,2
939,2013.00,2
940,2340.00,2
941,2335.00,2
942,2317.00,2
943,2301.00,2
944,2316.00,2
945,2276.00,2
946,2231.00,2
947,2239.00,2
948,2235.00,2
949,2189.00,2
950,2181.00,2
951,2173.00,2
952,2149.00,2
953,2139.00,2
954,2181.00,2
955,2222.00,2
956,2237.00,2
957,2304.00,2
958,2326.00,2
959,2364.00,2
960,2412.00,2
961,2487.00,2
962,2492.00,2
963,2499.00,2
964,2689.00,2
965,2575.00,2
966,2569.00,2
967,2557.00,2
968,2535.00,2
969,2539.00,2
